titleType,originalTitle,genres,runtimeMinutes,startYear,isAdult,averageRating,region,actor,actress,director,producer
movie,Tsotsi,"Crime,Drama",94.0,2005.0,0,7.2,XWW,"Mothusi Magano, Presley Chweneyagae, Israel Matseke-Zulu",Terry Pheto,Gavin Hood,Peter Fudakowski
movie,The Dark Knight,"Action,Crime,Drama",152.0,2008.0,0,9.0,IN,"Christian Bale, Michael Caine, Aaron Eckhart, Heath Ledger",,Christopher Nolan,"Lorne Orleans, Charles Roven"
movie,Alles is liefde,"Comedy,Romance",110.0,2007.0,0,7.0,XWW,"Thomas Acda, Michiel Romeyn","Anneke Blok, Carice van Houten",Joram Lürsen,"Jeroen Beker, Frans van Gestel, Job Gosschalk, San Fu Maltha"
movie,Bunhongsin,"Horror,Thriller",103.0,2005.0,0,5.8,XWW,Seong-su Kim,"Hye-su Kim, Su-hee Go, Yeon-ah Park",Yong-gyun Kim,"Jho Kwang-soo Kim, Chang-gil Shin"
movie,Noriko no shokutaku,"Drama,Horror",159.0,2005.0,0,7.1,XWW,Shirô Namiki,"Kazue Fukiishi, Tsugumi, Yuriko Yoshitaka",Sion Sono,Takeshi Suzuki
movie,Alan Partridge: Alpha Papa,"Action,Comedy,Crime",90.0,2013.0,0,6.9,US,"Colm Meaney, Steve Coogan, Karl Theobald, Tim Key",,Declan Lowney,
movie,There Will Be Blood,Drama,158.0,2007.0,0,8.1,CA,"Daniel Day-Lewis, Ciarán Hinds, Paul Dano, Martin Stringer",,Paul Thomas Anderson,"Daniel Lupi, JoAnne Sellar"
movie,Direktøren for det hele,Comedy,99.0,2006.0,0,6.7,XWW,"Jens Albinus, Benedikt Erlingsson, Friðrik Þór Friðriksson, Peter Gantzler",,Lars von Trier,"Meta Louise Foldager Sørensen, Signe Leick Jensen, Vibeke Windeløv"
movie,Troppo belli,Comedy,97.0,2005.0,0,2.9,XWW,"Costantino Vitagliano, Daniele Interrante","Jennifer Poli, Alessandra Pierelli",Ugo Fabrizio Giordani,
movie,Wicked Little Things,"Drama,Fantasy,Horror",94.0,2006.0,0,5.1,JP,Geoffrey Lewis,"Lori Heuring, Scout Taylor-Compton, Chloë Grace Moretz",J.S. Cardone,Anton Hoeger
movie,Open Water 2: Adrift,"Adventure,Drama,Horror",95.0,2006.0,0,5.1,XEU,"Niklaus Lange, Richard Speight Jr.","Susan May Pratt, Ali Hillis",Hans Horn,"Philip Schulz-Deyle, Dan Maag"
movie,August,Drama,88.0,2008.0,0,5.3,ZA,"Josh Hartnett, Adam Scott","Robin Tunney, Naomie Harris",Austin Chick,"Elisa Key, Charlie Corwin, David Guy Levy, Clara Markowicz"
movie,Banyo,Crime,87.0,2005.0,0,3.9,XWW,"Sermiyan Midyat, Arda Kural","Janset, Demet Evgar",Mustafa Altioklar,
movie,Ex Machina,"Drama,Mystery,Sci-Fi",108.0,2014.0,0,7.7,CA,"Oscar Isaac, Domhnall Gleeson","Alicia Vikander, Sonoya Mizuno",Alex Garland,"Andrew Macdonald, Allon Reich"
movie,First Born,"Drama,Horror,Mystery",95.0,2007.0,0,4.8,PH,Steven Mackintosh,"Elisabeth Shue, Khandi Alexander, Kathleen Chalfant",Isaac Webb,"Rick Schwartz, Lemore Syvan"
movie,Keloglan Karaprens'e Karsi,Comedy,105.0,2006.0,0,1.6,XWW,"Mehmet Ali Erbil, Özcan Deniz","Ahu Türkpençe, Petek Dinçöz",Tayfun Güneyer,"Timur Savci, Selay Oguz"
movie,Neal 'N' Nikki,"Comedy,Musical,Romance",122.0,2005.0,0,3.2,IN,"Abhishek Bachchan, Uday Chopra","Tanishaa Mukerji, Richa Pallod",Arjun Sablok,"Yash Chopra, Aditya Chopra"
movie,Yeogo goedam 4: Moksori,Horror,104.0,2005.0,0,6.4,XWW,,"Seo-hyeong Kim, Hyeon-kyeong Lim, Ye-ryeon Cha, Ok-bin Kim",Equan Choi,Choon-yeon Lee
movie,Crazy Eights,Horror,80.0,2006.0,0,3.9,JP,"Frank Whaley, George Newbern","Traci Lords, Dina Meyer",Jimi Jones,John Kaila
movie,Tower Heist,"Action,Comedy,Crime",104.0,2011.0,0,6.2,CA,"Alan Alda, Eddie Murphy, Casey Affleck, Ben Stiller",,Brett Ratner,
movie,Rigas sargi,"Action,Drama,History",118.0,2007.0,0,6.8,XWW,"Romualds Ancans, Janis Reinis, Girts Krumins",Elita Klavina,Aigars Grauba,
movie,Sto je muskarac bez brkova?,"Comedy,Drama,Romance",109.0,2005.0,0,6.9,XWW,"Ivo Gregurevic, Leon Lucev, Robert Ugrina",Zrinka Cvitesic,Hrvoje Hribar,Mirko Galic
movie,Athadu,"Action,Thriller",172.0,2005.0,0,8.3,IN,"Prakash Raj, Mahesh Babu, Sonu Sood",Trisha Krishnan,Trivikram Srinivas,"Murali Mohan, Kishore Duggirala, M.R. Rammohan"
movie,Tyttö sinä olet tähti,"Drama,Music,Romance",102.0,2005.0,0,6.5,XWW,"Eero Milonoff, Joonas Saartamo, Samuel Vauramo",Pamela Tola,Dome Karukoski,"Aleksi Bardy, Olli Haikka, Riina Hyytiä"
movie,Apocalypto,"Action,Adventure,Drama",139.0,2006.0,0,7.8,IN,"Gerardo Taracena, Raoul Max Trujillo, Rudy Youngblood",Dalia Hernández,Mel Gibson,Bruce Davey
movie,The Half Life of Timofey Berezin,Drama,97.0,2006.0,0,6.9,XWW,"Kenneth Bryans, Paddy Considine, Oscar Isaac, Valeriu Pavel Dan",,Scott Z. Burns,"Miranda de Pencier, Guy J. Louthan, Vlad Paunescu, Charlie Lyons"
movie,Gau ji,"Drama,Horror",91.0,2004.0,0,6.7,XWW,Tony Ka Fai Leung,"Bai Ling, Pauline Lau, Meme Tian",Fruit Chan,Peter Ho-Sun Chan
movie,2:37,Drama,95.0,2006.0,0,6.8,XWW,"Charles Baird, Sam Harris, Frank Sweet",Teresa Palmer,Murali K. Thalluri,"Nick Remy Matthews, Kent Smith"
movie,Elsk meg i morgen,"Comedy,Drama,Romance",90.0,2005.0,0,6.2,XWW,"Per Christian Ellefsen, Sven Nordin","Marit Pia Jacobsen, Marian Saastad Ottesen",Petter Næss,Dag Alveberg
movie,Nihon chinbotsu,"Adventure,Drama,Sci-Fi",135.0,2006.0,0,5.6,XWW,"Tsuyoshi Kusanagi, Etsushi Toyokawa","Ko Shibasaki, Mao Daichi",Shinji Higuchi,Toshiaki Nakazawa
movie,Prince of Persia: The Sands of Time,"Action,Fantasy",116.0,2010.0,0,6.6,PH,"Alfred Molina, Ben Kingsley, Jake Gyllenhaal",Gemma Arterton,Mike Newell,Jerry Bruckheimer
movie,The Death and Life of Bobby Z,"Action,Crime,Thriller",97.0,2007.0,0,5.9,XWW,"Laurence Fishburne, Jason Flemyng, Paul Walker",Olivia Wilde,John Herzfeld,"Heidi Jo Markel, Matt Luber"
movie,Ram Gopal Varma Ki Aag,"Action,Adventure,Comedy",171.0,2007.0,0,1.7,IN,"Amitabh Bachchan, Ajay Devgn, Mohanlal, Vinod Jaywant",,Ram Gopal Varma,
movie,Bosque de sombras,"Drama,Horror,Thriller",97.0,2006.0,0,5.7,JP,"Gary Oldman, Paddy Considine","Virginie Ledoyen, Aitana Sánchez-Gijón",Koldo Serra,"Julio Fernández, Iker Monfort"
movie,Jaane Tu... Ya Jaane Na,"Comedy,Drama,Romance",155.0,2008.0,0,7.5,IN,"Imran Khan, Ayaz Khan","Genelia D'Souza, Manjari Fadnnis",Abbas Tyrewala,"Aamir Khan, Mansoor Khan"
movie,Man cheng jin dai huang jin jia,"Action,Drama,Romance",111.0,2006.0,0,7.0,HK,"Yun-Fat Chow, Ye Liu, Jay Chou",Li Gong,Yimou Zhang,"William Kong, Weiping Zhang"
movie,De hel van Tanger,Drama,105.0,2006.0,0,7.1,XWW,"Rachid Benbouchta, Mohamed Bari, Mostafa Benkerroum",Nadia Abdelouafi,Frank van Mechelen,Eric Wirix
movie,...Yahaan,"Drama,Romance,War",142.0,2005.0,0,7.4,IN,"Jimmy Sheirgill, Mukesh Tiwari, Yashpal Sharma",Minissha Lamba,Shoojit Sircar,Gary Grewal
movie,Anukokunda Oka Roju,"Mystery,Thriller",145.0,2005.0,0,8.0,IN,"Jagapathi Babu, Shashank","Charmy Kaur, Annie",Chandra Sekhar Yeleti,Venkat Dega
movie,Inuyasha - Guren no Houraijima,"Action,Adventure,Animation",89.0,2004.0,0,7.4,CA,"Kôji Tsujitani, Kappei Yamaguchi","Houko Kuwashima, Satsuki Yukino",Toshiya Shinohara,"Masuo Ueda, Mikihiro Iwata, Michihiko Suwa"
movie,Satanás,"Crime,Drama",95.0,2007.0,0,7.2,XWW,Blas Jaramillo,"Marcela Valencia, Lucia Rengifo, Isabel Gaona",Andrés Baiz,Rodrigo Guerrero
movie,Sønner,Drama,103.0,2006.0,0,7.1,XWW,"Henrik Mestad, Edward Schultheiss, Nils Jørgen Kaalstad, Mikkel Bratt Silset",,Erik Richter Strand,Eric Vogel
movie,Derecho de familia,"Comedy,Drama",102.0,2006.0,0,6.9,XWW,"Arturo Goetz, Daniel Hendler, Eloy Burman",Julieta Díaz,Daniel Burman,"Diego Dubcovsky, José María Morales, Marc Sillam"
movie,En la cama,Drama,85.0,2005.0,0,6.2,CA,Gonzalo Valenzuela,Blanca Lewin,Matías Bize,"Christoph Hahnheiser, Adrián Solar"
movie,Jack and Jill vs. the World,"Comedy,Drama,Romance",90.0,2008.0,0,5.5,CA,"Freddie Prinze Jr., Peter Stebbings","Ingrid Doucet, Taryn Manning",Vanessa Parise,Nicholas Tabarrok
movie,Hood of Horror,"Comedy,Horror",84.0,2006.0,0,4.0,JP,"Snoop Dogg, Hawthorne James, Anson Mount",Daniella Alonso,Stacy Title,Ted Chung
movie,Unearthed,"Horror,Mystery,Sci-Fi",93.0,2007.0,0,4.0,JP,Luke Goss,"Deborah Offner, Emmanuelle Vaugier, Beau Garrett",Matthew Leutwyler,"Miranda Bailey, Francey Grace, Jun Tan, D.J. Marini"
movie,Chello hongmijoo ilga salinsagan,"Horror,Mystery",94.0,2005.0,0,6.0,XWW,Ho-bin Jeong,"Na-woon Kim, Hyun-Ah Sung, Jin Woo, Da-an Park, Joo-na Lee, Bit-na Wang",Woo-cheol Lee,
movie,Gabal,"Drama,Horror",106.0,2005.0,0,5.5,XWW,"Jung-sung Lee, Kyeong-bin Rah","Min-seo Chae, Hyeon-jin Sa",Shin-yeon Won,Seo-yull Lee
movie,Hyeongsa,"Action,Comedy,Mystery",108.0,2005.0,0,5.9,XWW,"Sung-Ki Ahn, Young-chang Song, Dong-won Gang",Ji-won Ha,Myung-se Lee,
movie,Vaah! Life Ho Toh Aisi!,"Comedy,Drama,Family",153.0,2005.0,0,4.4,IN,"Sanjay Dutt, Arshad Warsi, Shahid Kapoor",Amrita Rao,Mahesh Manjrekar,Sangeetha Ahir
movie,Saedeu mubi,"Comedy,Drama,Romance",108.0,2005.0,0,7.3,XWW,"Woo-sung Jung, Tae-Hyun Cha","Jung-ah Yum, Soo-jung Lim",Jong-kwan Kwon,"Bo-kyeong Shin, Min-gyu Kang"
movie,Tae-poong,Action,124.0,2005.0,0,5.8,XWW,"Dong-Gun Jang, Jung-jae Lee, David Lee McInnis, John David Dix, Wook Heo",Mi-yeon Lee,Kyung-taek Kwak,
movie,Thirupaachi,"Action,Drama",178.0,2005.0,0,5.8,IN,"Srinivasa Rao Kota, Manoj K. Jayan, Joseph Vijay",Trisha Krishnan,Perarasu,R.B. Choudary
movie,Welkkeom tu Dongmakgol,"Comedy,Drama,War",133.0,2005.0,0,7.7,XWW,"Ha-kyun Shin, Jae-yeong Jeong, Ha-ryong Lim",Hye-jeong Kang,Kwang-Hyun Park,"Sang-ho Choi, Sang-yong Ji, Eun-ha Lee"
movie,Mister Lonely,"Comedy,Drama",112.0,2007.0,0,6.5,XWW,"James Fox, Denis Lavant, Diego Luna",Samantha Morton,Harmony Korine,Nadja Romain
movie,Beyza'nin Kadinlari,"Crime,Drama,Mystery",137.0,2006.0,0,6.2,XWW,"Tamer Karadagli, Levent Üzümcü, Arda Kural",Demet Evgar,Mustafa Altioklar,"Elif Dagdeviren, Mehmet Altioklar, Cüneyt Ortan"
movie,Üvegtigris 2.,Comedy,103.0,2006.0,0,6.8,XWW,"Imre Csuja, Sándor Gáspár, Gábor Reviczky, Péter Rudolf",,,"Gábor Kovács, Ágnes Pataki"
movie,Bluffmaster!,"Comedy,Crime,Drama",137.0,2005.0,0,6.6,IN,"Nana Patekar, Abhishek Bachchan, Riteish Deshmukh",Priyanka Chopra,Rohan Sippy,Ramesh Sippy
movie,God Tussi Great Ho,"Comedy,Drama,Fantasy",152.0,2008.0,0,3.6,IN,"Amitabh Bachchan, Salman Khan, Anupam Kher",Priyanka Chopra,Rumi Jaffery,"Afzal Khan, Asif Khan"
movie,Ha-Buah,"Comedy,Drama,Romance",90.0,2006.0,0,7.3,XWW,"Ohad Knoller, Alon Friedman, Yousef 'Joe' Sweid",Daniella Wircer,Eytan Fox,"Amir Feingold, Ronen Ben Tal"
movie,Darna Zaroori Hai,Horror,108.0,2006.0,0,5.4,IN,"Amitabh Bachchan, Anil Kapoor, Arjun Rampal",Mallika Sherawat,"J.D. Chakravarthi, Prawaal Raman, Sajid Khan, Jijy Philip, Manish Gupta, Vivek Shah",
movie,Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!,"Action,Adventure,Animation",113.0,2004.0,0,6.7,XWW,"Kazuhiko Inoue, Noriaki Sugiyama","Junko Takeuchi, Chie Nakamura, Yûko Kaida",Tensai Okamura,Atsuhiro Iwakami
movie,Ober,Comedy,97.0,2006.0,0,7.0,CA,"Mark Rietman, Jaap Spijkers, Alex van Warmerdam",Ariane Schluter,,Marc van Warmerdam
movie,Sluga Gosudarev,"Action,Adventure,History",131.0,2007.0,0,5.9,XWW,"Valeriy Malikov, Dmitriy Miller, Aleksandr Bukharov",Kseniya Knyazeva,Oleg Ryaskov,Evgeniy Kogan
movie,Aksar,"Drama,Romance,Thriller",135.0,2006.0,0,4.8,IN,"Rajat Bedi, Dino Morea, Emraan Hashmi, Till Dilumière","Tara Sharma, Udita Goswami",Ananth Narayan Mahadevan,Shyam Bajaj
movie,Babam ve Oglum,"Drama,Family",108.0,2005.0,0,8.3,XWW,"Fikret Kuskan, Çetin Tekindor, Ege Tanman",Hümeyra,Çagan Irmak,Sukru Avsar
movie,Malamaal Weekly,"Comedy,Drama,Romance",137.0,2006.0,0,6.9,IN,"Om Puri, Paresh Rawal, Riteish Deshmukh",Reema Sen,Priyadarshan,Shailendra Singh
movie,Taxi No. 9 2 11: Nau Do Gyarah,"Comedy,Drama,Thriller",116.0,2006.0,0,7.2,IN,"Nana Patekar, John Abraham","Sonali Kulkarni, Sameera Reddy",Milan Luthria,Ramesh Sippy
movie,The Brave One,"Action,Crime,Drama",122.0,2007.0,0,6.7,JP,"Naveen Andrews, Terrence Howard, Nicky Katt",Jodie Foster,Neil Jordan,"Joel Silver, Susan Downey"
movie,Norbit,"Comedy,Romance",102.0,2007.0,0,4.0,JP,"Eddie Murphy, Terry Crews, Clifton Powell",Thandie Newton,Brian Robbins,John Davis
movie,Premonition,"Drama,Fantasy,Mystery",96.0,2007.0,0,5.9,CA,Julian McMahon,"Sandra Bullock, Amber Valletta, Shyann McClure",Mennan Yapo,"Ashok Amritraj, Jennifer Gibgot, Jon Jashni, Sunil Perkash"
movie,Starter for 10,"Comedy,Drama,Romance",92.0,2006.0,0,6.7,CA,"James McAvoy, Joseph Friend","Rebecca Hall, Alice Eve",Tom Vaughan,"Tom Hanks, Gary Goetzman, Pippa Harris"
movie,Wristcutters: A Love Story,"Comedy,Drama,Fantasy",88.0,2006.0,0,7.3,CA,"Tom Waits, Will Arnett, Patrick Fugit, Shea Whigham",,Goran Dukic,"Chris Coen, Mikal P. Lazarev, Adam Sherman, Tatiana Kelly"
movie,36 China Town,"Comedy,Mystery,Thriller",140.0,2006.0,0,5.6,IN,"Akshaye Khanna, Paresh Rawal, Shahid Kapoor",Kareena Kapoor,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",Subhash Ghai
movie,Aashiq Banaya Aapne: Love Takes Over,"Drama,Romance,Thriller",115.0,2005.0,0,4.2,IN,"Sonu Sood, Emraan Hashmi","Preeti Ganguli, Tanushree Dutta",Aditya Datt,Balabhai Patel
movie,El camino de los ingleses,"Drama,Romance",118.0,2006.0,0,5.6,XWW,"Félix Gómez, Raúl Arévalo, Alberto Amarilla",María Ruiz,Antonio Banderas,
movie,Extremely Loud & Incredibly Close,"Adventure,Drama,Mystery",129.0,2011.0,0,6.9,CA,"Tom Hanks, Max von Sydow, Thomas Horn",Sandra Bullock,Stephen Daldry,Scott Rudin
movie,Mne ne bolno,"Drama,Romance",100.0,2006.0,0,6.8,XWW,"Nikita Mikhalkov, Dmitriy Dyuzhev, Aleksandr Yatsenko",Renata Litvinova,Aleksey Balabanov,Sergey Selyanov
movie,Night at the Museum,"Adventure,Comedy,Family",108.0,2006.0,0,6.4,JP,"Ben Stiller, Dick Van Dyke, Ricky Gervais",Carla Gugino,Shawn Levy,"Chris Columbus, Michael Barnathan"
movie,No Country for Old Men,"Crime,Drama,Thriller",122.0,2007.0,0,8.1,CA,"Tommy Lee Jones, Woody Harrelson, Javier Bardem, Josh Brolin",,"Ethan Coen, Joel Coen",Scott Rudin
movie,Okhota na Piranyu,"Action,Crime,Thriller",167.0,2006.0,0,6.0,XWW,"Vladimir Mashkov, Evgeniy Mironov","Svetlana Antonova, Viktoriya Isakova",Andrey Kavun,Valeriy Todorovskiy
movie,El-sefara fi El-Omara,"Comedy,Drama",107.0,2005.0,0,6.3,XWW,"Adel Emam, Lotfy Labib, Ahmed Rateb, Khaled Sarhan, Saeed Tarabek",Dalia El Behairy,Amr Arafa,Esam Imam
movie,Café Transit,"Drama,Romance",107.0,2005.0,0,7.3,XWW,"Nikos Papadopoulos, Parviz Parastui","Fereshteh Sadre Orafaiy, Svieta Mikalishina",Kambuzia Partovi,"Behrooz Hashemian, Amir Samavati"
movie,Sang sattawat,Drama,105.0,2006.0,0,7.5,XWW,"Sophon Pukanok, Jaruchai Iamaram","Jenjira Pongpas, Nantarat Sawaddikul",Apichatpong Weerasethakul,Charles de Meaux
movie,Sehar,"Action,Crime,Drama",125.0,2005.0,0,7.8,IN,"Pankaj Kapur, Arshad Warsi, Sushant Singh",Mahima Chaudhry,Kabeer Kaushik,Ashwin Patel
movie,Sommer vorm Balkon,Drama,107.0,2005.0,0,6.9,XWW,Andreas Schmidt,"Inka Friedrich, Nadja Uhl, Stephanie Schönfeld",Andreas Dresen,"Stefan Arndt, Peter Rommel"
movie,Saat po long,"Action,Crime,Thriller",93.0,2005.0,0,7.0,HK,"Sammo Kam-Bo Hung, Jing Wu, Simon Yam, Donnie Yen",,Wilson Yip,Carl Chang
movie,Die große Stille,Documentary,169.0,2005.0,0,7.4,XWW,,,Philip Gröning,"Elda Guidinetti, Andres Pfäffli, Michael Weber"
movie,The Butcher,"Horror,Thriller",90.0,2006.0,0,3.6,JP,"Tom Nagel, Alan Ritchson","Catherine Wreford, Myiea Coy",Edward Gorsuch,Michael Feifer
movie,Trapped Ashes,Horror,105.0,2006.0,0,4.7,JP,"Henry Gibson, Jayce Bartok, Scott Lowell",Lara Harris,"Joe Dante, Ken Russell, Sean S. Cunningham, John Gaeta, Monte Hellman",
movie,Knocked Up,"Comedy,Romance",129.0,2007.0,0,6.9,IN,"Seth Rogen, Paul Rudd","Katherine Heigl, Leslie Mann",Judd Apatow,"Shauna Robertson, Clayton Townsend"
movie,"Zidane, un portrait du 21e siècle","Biography,Documentary,Sport",90.0,2006.0,0,6.3,XWW,,,"Philippe Parreno, Douglas Gordon","Sigurjon Sighvatsson, Victorien Vaney, Anna Vaney"
movie,Nos jours heureux,Comedy,103.0,2006.0,0,6.8,XWW,"Jean-Paul Rouve, Omar Sy, Lannick Gautry",Marilou Berry,"Olivier Nakache, Éric Toledano","Bruno Chiche, Nicolas Duval Adassovsky"
movie,Prête-moi ta main,"Comedy,Romance",90.0,2006.0,0,6.7,XWW,"Alain Chabat, Wladimir Yordanoff","Charlotte Gainsbourg, Bernadette Lafont",Eric Lartigau,Amandine Billot
movie,Klopka,"Crime,Drama,Thriller",106.0,2007.0,0,7.9,XWW,"Nebojsa Glogovac, Predrag 'Miki' Manojlovic","Anica Dobra, Natasa Ninkovic",Srdan Golubovic,"Alexander Ris, Jelena Mitrovic"
movie,Ant-Man,"Action,Adventure,Comedy",117.0,2015.0,0,7.3,CA,"Michael Douglas, Paul Rudd, Corey Stoll",Evangeline Lilly,Peyton Reed,
movie,Rocky Balboa,"Drama,Sport",102.0,2006.0,0,7.1,JP,"Sylvester Stallone, Milo Ventimiglia, Burt Young, Antonio Tarver",,,"William Chartoff, Kevin King Templeton, Charles Winkler, David Winkler"
movie,Un Franco 14 Pesetas,"Comedy,Drama",102.0,2006.0,0,7.1,XWW,"Javier Gutiérrez, Carlos Iglesias","Isabel Blanco, Nieve de Medina",,Susana Maceiras
movie,Crónica de una fuga,"Crime,Thriller",103.0,2006.0,0,7.2,XWW,"Nazareno Casero, Rodrigo De la Serna, Lautaro Delgado, Pablo Echarri",,Israel Adrián Caetano,Óscar Kramer
movie,Ang pagdadalaga ni Maximo Oliveros,Drama,100.0,2005.0,0,7.1,XWW,"Soliman Cruz, Neil Ryan Sese, J.R. Valentin, Nathan Lopez",,Auraeus Solito,Raymond Lee
movie,Zavet,"Comedy,Romance",137.0,2007.0,0,7.0,XWW,"Aleksandar Bercek, Predrag 'Miki' Manojlovic, Uros Milovanovic",Marija Petronijevic,Emir Kusturica,"Olivier Delbosc, Marc Missonnier"
movie,Rogue,"Action,Adventure,Drama",99.0,2007.0,0,6.2,SG,"Michael Vartan, Sam Worthington","Radha Mitchell, Caroline Brazier",Greg McLean,"David Lightfoot, Matt Hearn"
movie,"Bon Cop, Bad Cop","Action,Comedy,Crime",116.0,2006.0,0,6.8,JP,"Michel Beaudry, Pierre Boudreau, Patrice Bélanger",Sarain Boylan,Erik Canuel,
movie,Dasavatharam,"Action,Adventure,Sci-Fi",189.0,2008.0,0,7.1,IN,Kamal Haasan,"Jaya Prada, Mallika Sherawat, Asin",K.S. Ravikumar,Viswanathan Ravichandran
movie,Sivaji,"Action,Drama,Thriller",188.0,2007.0,0,7.5,IN,"Rajinikanth, Suman, Vivek",Shriya Saran,S. Shankar,"Saravanan M., Guhan M.S."
movie,Crank,"Action,Crime,Thriller",88.0,2006.0,0,6.9,JP,"Jason Statham, Carlos Sanz, Jose Pablo Cantillo",Amy Smart,"Mark Neveldine, Brian Taylor","Gary Lucchesi, Tom Rosenberg, Skip Williamson, Michael Davis"
movie,Kautokeino-opprøret,"Drama,History",96.0,2008.0,0,6.8,XWW,"Mikkel Gaup, Aslat Mahtte Gaup, Nils Peder Gaup",Anni-Kristiina Juuso,Nils Gaup,"Erik Disch, Tove Kløvvik"
movie,Living & Dying,"Action,Crime,Thriller",90.0,2007.0,0,3.9,CA,"Edward Furlong, Michael Madsen, Arnold Vosloo",Bai Ling,Jon Keeyes,"Ron Gell, Brandon Baker, Nesim Hason"
movie,Madagascar: Escape 2 Africa,"Adventure,Animation,Comedy",89.0,2008.0,0,6.6,JP,"Chris Rock, David Schwimmer, Ben Stiller",Jada Pinkett Smith,"Eric Darnell, Tom McGrath",Mireille Soria
movie,Season of the Witch,"Action,Adventure,Fantasy",95.0,2011.0,0,5.4,JP,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore",Claire Foy,Dominic Sena,"Alex Gartner, Charles Roven"
movie,This Is England,"Crime,Drama",101.0,2006.0,0,7.7,FR,"Stephen Graham, Andrew Shim, Thomas Turgoose",Jo Hartley,Shane Meadows,Mark Herbert
movie,Die Wolke,"Drama,Sci-Fi,Thriller",105.0,2006.0,0,6.4,XWW,"Franz Dinda, Hans-Laurin Beyerling","Carina Wiese, Paula Kalenberg",Gregor Schnitzler,Markus Zimmer
movie,Komornik,Drama,100.0,2005.0,0,7.0,XWW,"Andrzej Chyra, Grzegorz Wojdon","Malgorzata Kozuchowska, Kinga Preis",Feliks Falk,Janusz Morgenstern
movie,I Am Legend,"Drama,Sci-Fi,Thriller",101.0,2007.0,0,7.2,CA,"Will Smith, Charlie Tahan","Alice Braga, Salli Richardson-Whitfield",Francis Lawrence,
movie,Pyaar Ke Side Effects,"Comedy,Drama,Romance",132.0,2006.0,0,6.7,IN,"Rahul Bose, Sharat Saxena, Ranvir Shorey",Mallika Sherawat,Saket Chaudhary,"Rangita Pritish Nandy, Pritish Nandy"
movie,Los cronocrímenes,"Horror,Mystery,Sci-Fi",92.0,2007.0,0,7.2,XWW,"Karra Elejalde, Nacho Vigalondo","Bárbara Goenaga, Candela Fernández",,"Eduardo Carneros, Esteban Ibarretxe, Javier Ibarretxe"
movie,Shyamol Chhaya,Drama,110.0,2004.0,0,8.5,XWW,"Riaz, Ahmed Rubel, Swadhin Khosru",Meher Afroz Shaon,Humayun Ahmed,
movie,Monamour,Drama,94.0,2006.0,0,5.4,IN,"Max Parodi, Riccardo Marino","Nela Lucic, Anna Jimskaia",Tinto Brass,
movie,No Reservations,"Comedy,Drama,Romance",104.0,2007.0,0,6.3,JP,Aaron Eckhart,"Catherine Zeta-Jones, Patricia Clarkson, Abigail Breslin",Scott Hicks,"Sergio Aguero, Kerry Heysen"
movie,Harold & Kumar Escape from Guantanamo Bay,"Adventure,Comedy",104.0,2008.0,0,6.6,SG,"Neil Patrick Harris, John Cho, Kal Penn, Rob Corddry",,"Jon Hurwitz, Hayden Schlossberg","Greg Shapiro, Nathan Kahane"
movie,Fidibus,Comedy,107.0,2006.0,0,5.7,XWW,"Jonatan Spang, Jesper Dahl, Rudi Køhnke",Lene Maria Christensen,Hella Joof,Thomas Gammeltoft
movie,Hors de prix,"Comedy,Romance",106.0,2006.0,0,7.0,XWW,"Vernon Dobtcheff, Gad Elmaleh","Marie-Christine Adam, Audrey Tautou",Pierre Salvadori,Philippe Martin
movie,Gentleman,"Action,Drama,Thriller",155.0,1993.0,0,7.9,IN,"Rajan P. Dev, Prabhu Deva, Goundamani",Gautami,S. Shankar,K.T. Kunjumon
movie,Bella,"Drama,Romance",91.0,2006.0,0,7.2,XWW,"Manny Perez, Eduardo Verástegui","Angélica Aragón, Tammy Blanchard",Alejandro Monteverde,"Denise Pinckley, Sean Wolfington"
movie,Los Borgia,"Biography,History",120.0,2006.0,0,6.1,XWW,"Lluís Homar, Sergio Peris-Mencheta, Sergio Múñiz",María Valverde,Antonio Hernández,"Guido De Angelis, Tadeo Villalba hijo, Mauricio Carlotti"
movie,It's a Boy Girl Thing,"Comedy,Fantasy,Romance",95.0,2006.0,0,6.3,PH,"Robert Joy, Kevin Zegers","Sherry Miller, Samaire Armstrong",Nick Hurran,"David Furnish, Martin Katz"
movie,The Prestige,"Drama,Mystery,Sci-Fi",130.0,2006.0,0,8.5,NZ,"Christian Bale, Michael Caine, Hugh Jackman",Scarlett Johansson,Christopher Nolan,"Aaron Ryder, Emma Thomas"
movie,El baño del Papa,"Comedy,Drama",90.0,2007.0,0,7.3,CA,"César Troncoso, Mario Silva","Virginia Ruiz, Virginia Méndez","César Charlone, Enrique Fernández","Andrea Barata Ribeiro, Serge Catoire, Fernando Meirelles, Bel Berlinck"
movie,Lung foo moon,"Action,Drama,Fantasy",94.0,2006.0,0,6.2,XWW,"Louis Koo, Yuk Long Wong","Ella Koon, Isabella Leong",Wilson Yip,"Nansun Shi, Pengle Xu, Dong Yu"
